name,company,year,kms_driven,fuel_type,Price
BMW 5 Series,BMW,2020,50272,Diesel,7923759
BMW M3,BMW,2024,22023,Diesel,13389150
Renault Triber,Renault,2020,68388,Diesel,747971
Renault Duster,Renault,2010,234701,Diesel,1329342
Toyota Corolla,Toyota,2019,121404,Diesel,2042433
Volvo Polestar 2,Volvo,2010,183734,Diesel,8154976
Kia Sonet,Kia,2012,259855,Diesel,881108
Volkswagen Passat,Volkswagen,2016,124222,Petrol,2504702
Bentley Azure,Bentley,2018,123547,Petrol,61796035
MG Comet EV,MG,2014,128560,Electric,835224
Porsche 718 Cayman,Porsche,2016,155451,Petrol,15266671
Ferrari 812 Superfast,Ferrari,2025,9118,Petrol,67916486
Volvo V40,Volvo,2019,128063,Petrol,4930901
Audi A3,Audi,2010,241812,Petrol,3696150
Mercedes-Benz C-Class,Mercedes-Benz,2011,153769,Diesel,6468924
Lexus UX 300e,Lexus,2019,92335,Petrol,6015639
Audi RS6,Audi,2016,131917,Petrol,15655843
Aston Martin DB11,Aston,2013,213100,Petrol,43224984
BMW M5,BMW,2020,109693,Petrol,19080201
Toyota Fortuner Legender,Toyota,2014,141173,Petrol,4595920
Volvo S60,Volvo,2013,208059,Petrol,5738045
McLaren 765LT,McLaren,2015,123523,Diesel,56626643
Mercedes-Benz GLE,Mercedes-Benz,2012,210989,Petrol,10084925
Kia EV6,Kia,2017,171361,Electric,6161777
Audi RS e-tron GT,Audi,2011,138312,Electric,21867853
BMW X5 M,BMW,2014,115780,Petrol,17690913
Genesis G90,Genesis,2021,96148,Diesel,7498407
Hyundai i20,Hyundai,2023,50055,Petrol,1021804
Lincoln Corsair,Lincoln,2021,64552,Diesel,6328320
Mercedes-Benz A-Class,Mercedes-Benz,2025,17386,Diesel,4515323
Mercedes-Benz SL,Mercedes-Benz,2022,35352,Petrol,17972147
Honda Jazz,Honda,2013,205942,Petrol,1002436
MG Cyberster,MG,2022,40984,Diesel,4634543
Audi A5,Audi,2015,113203,Diesel,5372279
Land Rover Discovery Sport,Land Rover,2010,293214,Petrol,6780969
Maruti Suzuki Celerio,Maruti,2021,73114,Petrol,656986
Cadillac Lyriq,Cadillac,2025,13016,Petrol,6239074
Toyota Corolla,Toyota,2016,80446,Diesel,2030527
Maruti Suzuki Invicto,Maruti,2015,139514,Petrol,2867027
Rolls Royce Boat Tail,Rolls,2010,220495,Petrol,206243414
Lexus RX,Lexus,2022,75623,Petrol,9557233
Lexus UX 300e,Lexus,2026,728,Petrol,6053574
Skoda Octavia,Skoda,2021,91906,Petrol,2965015
Volkswagen Ameo,Volkswagen,2014,164879,Petrol,964639
Mahindra XUV900,Mahindra,2023,26344,Petrol,3029033
Mercedes-Benz E-Class,Mercedes-Benz,2011,203427,Petrol,9666774
BMW X3 M,BMW,2016,178388,Electric,8745132
BMW 4 Series,BMW,2013,133795,Petrol,5796634
BMW X3 M,BMW,2015,163074,Petrol,8335038
BMW X5 M,BMW,2022,61211,Diesel,17537508
Land Rover Discovery Sport,Land Rover,2014,158191,Diesel,7010082
Volvo S60,Volvo,2015,101574,Petrol,5433223
Aston Martin DBS Superleggera,Aston,2012,206327,Diesel,54566958
Hyundai i20,Hyundai,2010,243370,Petrol,822967
Tata Nexon EV,Tata,2021,51439,Electric,1591256
MG ZS EV,MG,2017,136833,Electric,2368274
MG Hector,MG,2013,114704,Diesel,1952863
Cadillac XT6,Cadillac,2021,87086,Diesel,7220059
Toyota Fortuner,Toyota,2015,117318,Diesel,3811542
Porsche Taycan,Porsche,2013,239593,Petrol,24294425
Audi RS4,Audi,2018,150621,Diesel,10508702
Lincoln Aviator,Lincoln,2017,111022,Petrol,8093143
Volkswagen Tiguan,Volkswagen,2024,29236,Petrol,3727537
Honda City,Honda,2010,230139,Petrol,1374959
MG 5 EV,MG,2012,191398,Electric,2959829
BMW M4,BMW,2015,211485,Petrol,15101120
Mercedes-Benz AMG SL63,Mercedes-Benz,2024,31843,Diesel,29398994
Toyota Vellfire,Toyota,2014,132242,Petrol,98459932
Tata Nexon EV,Tata,2021,57029,Electric,1538549
Volvo Polestar 2,Volvo,2023,32950,Petrol,7357635
Mercedes-Benz AMG C43,Mercedes-Benz,2010,256840,Diesel,9774716
Mahindra XUV 3XO,Mahindra,2019,82582,Petrol,1542634
Mercedes-Benz E-Class,Mercedes-Benz,2014,233374,Petrol,8735231
BMW M2,BMW,2023,35443,Diesel,10279399
Maruti Suzuki Ignis,Maruti,2019,139631,Petrol,726112
Tata Tiago,Tata,2013,195772,Diesel,680262
Citroen C3,Citroen,2015,215158,Diesel,621854
Citroen C5 Aircross,Citroen,2016,128997,Petrol,3315876
Mercedes-Benz AMG C43,Mercedes-Benz,2016,126748,Petrol,9433390
Kia Carnival,Kia,2016,178983,Electric,2876066
Land Rover Discovery Sport,Land Rover,2022,46554,Petrol,6919936
Audi R8,Audi,2019,65980,Diesel,23571970
Hyundai Aura,Hyundai,2020,84076,Petrol,827372
Honda City e:HEV,Honda,2023,59207,Electric,2007374
Mahindra XUV400,Mahindra,2024,19330,Petrol,1838195
Mahindra XUV 3XO,Mahindra,2018,129164,Petrol,1742128
Audi A4,Audi,2017,118195,Petrol,4838129
BMW X5 M,BMW,2020,61138,Petrol,16418588
Hyundai i20,Hyundai,2016,105617,Diesel,807709
Audi A3,Audi,2016,195283,Diesel,3935807
Mercedes-Benz CLA,Mercedes-Benz,2014,148723,Diesel,5092016
Jaguar XF Sportbrake,Jaguar,2013,215691,Petrol,6465876
Volvo S60,Volvo,2019,134653,Petrol,5914015
Volkswagen Vento,Volkswagen,2015,144075,Diesel,1229585
Maruti Suzuki Dzire,Maruti,2025,19467,Diesel,811759
Nissan Leaf,Nissan,2021,59487,Petrol,4002788
Honda City e:HEV,Honda,2012,244366,Electric,1946032
Toyota Land Cruiser,Toyota,2012,134955,Diesel,21551572
Maruti Suzuki Swift,Maruti,2019,104573,Diesel,909123
Bentley Continental GT,Bentley,2017,173559,Petrol,50675386
McLaren P1,McLaren,2026,1920,Diesel,85361718
Maserati Levante,Maserati,2014,157265,Diesel,18213210
Tata Harrier EV,Tata,2025,18915,Electric,2669255
Tata Punch EV,Tata,2011,147753,Electric,1292329
MG Comet EV,MG,2026,4129,Electric,787460
Audi A5,Audi,2021,98969,Petrol,5081935
Jaguar XE,Jaguar,2025,13466,Petrol,5103050
Mercedes-Benz GLE,Mercedes-Benz,2025,8612,Petrol,11372220
Cadillac CT5,Cadillac,2018,142884,Diesel,6400296
Mercedes-Benz AMG A35,Mercedes-Benz,2011,280909,Diesel,5967990
BMW X4,BMW,2022,49477,Electric,7910863
Porsche Cayenne,Porsche,2017,135717,Diesel,23351508
Aston Martin DBX,Aston,2026,3406,Petrol,40048574
Mercedes-Benz A-Class,Mercedes-Benz,2026,4930,Petrol,4334936
BMW 2 Series,BMW,2022,61303,Diesel,4877868
Honda HR-V,Honda,2018,148509,Petrol,1649190
BMW M8,BMW,2026,3542,Petrol,22342329
Nissan Leaf,Nissan,2024,37799,Diesel,4139867
Mercedes-Benz S-Class,Mercedes-Benz,2019,107860,Petrol,17615205
Volvo XC40,Volvo,2014,165463,Diesel,4725152
Volvo XC40,Volvo,2019,109801,Petrol,4780547
Tata Curvv,Tata,2020,81094,Petrol,1634232
Mercedes-Benz GLC,Mercedes-Benz,2025,15391,Petrol,7498293
Toyota Fortuner,Toyota,2017,167803,Petrol,4055384
Maruti Suzuki S-Presso,Maruti,2024,18169,Petrol,434949
Kia Sportage,Kia,2014,96219,Petrol,3341852
Audi Q7,Audi,2013,114279,Petrol,9338018
Mercedes-Benz GLS,Mercedes-Benz,2015,150459,Petrol,13632647
Ferrari 812 Superfast,Ferrari,2022,50393,Petrol,65205633
Kia Sportage,Kia,2024,33309,Petrol,3102733
Ferrari F8 Tributo,Ferrari,2020,103864,Diesel,48512170
Volkswagen Golf GTI,Volkswagen,2016,195156,Petrol,3259823
McLaren 720S,McLaren,2025,9336,Petrol,49059106
Honda Civic,Honda,2011,226237,Petrol,1876590
Lexus LC,Lexus,2012,197899,Diesel,22607371
Genesis GV80,Genesis,2011,280462,Petrol,6905831
Maserati Levante,Maserati,2019,110065,Diesel,16152791
BMW Z4,BMW,2010,226096,Petrol,9459902
Mercedes-Benz CLS,Mercedes-Benz,2012,240191,Petrol,9806820
Mahindra XUV 3XO,Mahindra,2013,184977,Petrol,1457678
Jeep Wagoneer,Jeep,2026,3984,Petrol,4330633
Cadillac Lyriq,Cadillac,2012,137318,Petrol,6525191
Mercedes-Benz GLC,Mercedes-Benz,2012,161657,Petrol,8647304
Lamborghini Revuelto,Lamborghini,2017,101508,Petrol,83851925
Renault Kiger,Renault,2015,179763,Petrol,936652
Hyundai Alcazar,Hyundai,2020,94284,Diesel,1731782
Audi A8,Audi,2023,53616,Petrol,14441918
BMW 8 Series,BMW,2020,63489,Petrol,16327152
Mercedes-Benz AMG A35,Mercedes-Benz,2024,21762,Diesel,6041938
Hyundai Ioniq 5,Hyundai,2014,189938,Petrol,4582828
BMW 3 Series,BMW,2020,102906,Petrol,6255834
Audi RS5,Audi,2024,29708,Diesel,12522234
Mercedes-Benz AMG C43,Mercedes-Benz,2014,119930,Diesel,9158504
Kia EV9,Kia,2026,1976,Electric,13241317
Cadillac Lyriq,Cadillac,2022,42576,Petrol,6600689
BMW X3 M,BMW,2019,133191,Diesel,8762005
Volvo V40,Volvo,2012,178849,Diesel,4686660
Hyundai Aura,Hyundai,2019,85602,Petrol,672041
BMW 5 Series,BMW,2018,99315,Petrol,7738749
Audi RS7,Audi,2020,52168,Petrol,17480176
Maruti Suzuki Baleno,Maruti,2025,13565,Petrol,929429
Ferrari 812 Superfast,Ferrari,2015,91467,Petrol,68320383
Nissan Kicks,Nissan,2012,117136,Petrol,930578
Maruti Suzuki Invicto,Maruti,2019,100830,Petrol,2682747
McLaren GT,McLaren,2012,255558,Petrol,44334244
Ferrari SF90 Stradale,Ferrari,2017,86781,Petrol,80361572
Mercedes-Benz GLS,Mercedes-Benz,2021,71961,Petrol,13491544
Tata Harrier EV,Tata,2011,170723,Electric,2051829
BMW 3 Series,BMW,2026,1572,Petrol,6262889
Mercedes-Benz A-Class,Mercedes-Benz,2014,124899,Diesel,4291859
Citroen eC3,Citroen,2011,210374,Diesel,1259551
Audi RS e-tron GT,Audi,2026,2939,Electric,20804016
Nissan Sunny,Nissan,2014,118707,Petrol,1073572
Hyundai Verna,Hyundai,2012,204149,Diesel,1594439
Audi A3,Audi,2016,191841,Petrol,3957476
Volvo Polestar 2,Volvo,2016,88647,Petrol,7812005
Nissan Magnite,Nissan,2015,104601,Petrol,946988
Aston Martin DBS Superleggera,Aston,2022,44476,Petrol,59017400
Tata Tiago EV,Tata,2012,244220,Electric,1141570
Mercedes-Benz AMG SL63,Mercedes-Benz,2024,17231,Petrol,26554470
BMW M8,BMW,2015,196760,Diesel,22695449
BMW Z4 M40i,BMW,2013,255443,Petrol,8944363
Cadillac CT5,Cadillac,2021,91024,Diesel,5307271
BMW X6,BMW,2024,26570,Electric,11961314
Volvo EX90,Volvo,2022,37099,Petrol,8590465
Audi RS5,Audi,2020,89216,Electric,12618703
Porsche 718 Spyder,Porsche,2024,25237,Petrol,17551371
Maserati Quattroporte,Maserati,2012,157109,Petrol,20234803
Jaguar XF,Jaguar,2012,162891,Petrol,5646768
Mahindra XUV900,Mahindra,2019,69188,Diesel,2815014
BMW 6 Series,BMW,2011,188779,Diesel,7240957
Rolls Royce Cullinan,Rolls,2015,214614,Diesel,71164811
Aston Martin Vantage,Aston,2026,2744,Diesel,31823128
Cadillac XT4,Cadillac,2016,99952,Petrol,5388840
BMW 5 Series,BMW,2024,35358,Petrol,7813466
Ferrari Purosangue,Ferrari,2020,75167,Petrol,51442195
Genesis G90,Genesis,2015,134803,Petrol,7094301
Hyundai Aura,Hyundai,2020,64534,Petrol,716522
BMW M5,BMW,2011,246832,Petrol,19104960
MG Hector,MG,2019,75155,Petrol,1519906
Mahindra BE 5,Mahindra,2019,58460,Petrol,3222108
Tata Altroz,Tata,2014,202176,Petrol,884148
Rolls Royce Ghost,Rolls,2024,21071,Petrol,74703973
BMW 5 Series,BMW,2019,119956,Diesel,7530528
Nissan Sunny,Nissan,2021,71343,Diesel,1182257
BMW X7,BMW,2012,232457,Petrol,14709412
Kia EV6,Kia,2017,149319,Electric,6301651
Audi RS7,Audi,2014,231357,Diesel,17283199
Volvo V40,Volvo,2014,154691,Petrol,4860316
Land Rover Range Rover Evoque,Land Rover,2019,56040,Petrol,7089212
Volkswagen Golf GTI,Volkswagen,2016,193589,Petrol,3031721
Tata Nexon EV,Tata,2025,8587,Electric,1585657
Mercedes-Benz AMG GT,Mercedes-Benz,2016,90723,Petrol,28980706
BMW M5,BMW,2020,101842,Petrol,19074759
Mahindra XUV700,Mahindra,2015,130585,Petrol,1680746
Kia Carens,Kia,2021,78317,Petrol,1297532
Land Rover Defender,Land Rover,2012,210529,Diesel,12480960
Aston Martin DB12,Aston,2020,118338,Petrol,46187043
Jaguar XJ,Jaguar,2015,106392,Petrol,12737756
BMW X5,BMW,2026,2289,Diesel,10224808
Honda HR-V,Honda,2024,23077,Diesel,1292243
Mercedes-Benz B-Class,Mercedes-Benz,2024,20918,Petrol,4775750
Lexus RZ 450e,Lexus,2024,34060,Petrol,11973264
Skoda Slavia,Skoda,2016,172759,Petrol,1429026
Volvo XC90,Volvo,2010,278867,Petrol,10405921
Genesis GV70,Genesis,2020,98229,Petrol,5858253
Volkswagen Tiguan,Volkswagen,2022,66624,Diesel,3549319
Skoda Octavia,Skoda,2018,149397,Diesel,2929949
Land Rover Discovery,Land Rover,2011,148141,Petrol,9064126
Genesis G80,Genesis,2026,2702,Petrol,5997346
Lexus ES,Lexus,2026,3679,Petrol,6232581
Volvo EX30,Volvo,2023,51594,Diesel,4477245
Genesis GV80,Genesis,2018,112730,Petrol,7512607
Bentley Mulliner Bacalar,Bentley,2023,51794,Diesel,83450654
BMW 6 Series,BMW,2022,72896,Petrol,7402123
Honda HR-V,Honda,2021,53351,Diesel,1639201
Renault Kwid,Renault,2016,88034,Diesel,532963
Porsche 718 Cayman,Porsche,2018,152020,Petrol,14636960
Land Rover Range Rover Sport,Land Rover,2014,108018,Diesel,15768318
Mercedes-Benz S-Class,Mercedes-Benz,2026,2870,Petrol,17196692
Honda Amaze,Honda,2010,138084,Petrol,957457
Cadillac Escalade,Cadillac,2022,66601,Petrol,11989717
BMW X3 M,BMW,2021,42179,Petrol,8151130
Hyundai Casper,Hyundai,2011,249593,Diesel,623571
Tata Safari EV,Tata,2019,103401,Electric,2223077
McLaren 750S,McLaren,2019,115759,Petrol,40640793
Audi A4,Audi,2018,75294,Diesel,4637652
Maruti Suzuki Fronx,Maruti,2010,199125,Petrol,861648
Maruti Suzuki Invicto,Maruti,2012,169337,Diesel,2781778
Honda WR-V,Honda,2017,126702,Petrol,959033
Rolls Royce Ghost,Rolls,2020,53936,Petrol,73463629
Bentley Continental GT,Bentley,2010,216927,Diesel,50938312
Rolls Royce Cullinan,Rolls,2015,186934,Petrol,75625127
Maruti Suzuki Ignis,Maruti,2010,318858,Diesel,606525
McLaren GT,McLaren,2020,102364,Diesel,42758870
McLaren GT,McLaren,2026,3492,Diesel,44759440
Mahindra XUV300,Mahindra,2011,206356,Petrol,1061513
Cadillac XT4,Cadillac,2011,297662,Diesel,4455527
Lamborghini Revuelto,Lamborghini,2011,281857,Petrol,87902495
Lamborghini Temerario,Lamborghini,2015,204054,Petrol,55695807
Tata Punch,Tata,2018,106427,Diesel,752806
Volvo EX30,Volvo,2020,81150,Diesel,4932028
Lexus NX,Lexus,2022,74658,Petrol,7055972
Maruti Suzuki Invicto,Maruti,2012,163086,Petrol,2810895
Maruti Suzuki S-Cross,Maruti,2021,96526,Diesel,1162787
Genesis GV80,Genesis,2010,188943,Petrol,6865670
BMW M5,BMW,2012,211113,Petrol,18609824
Mercedes-Benz AMG GTR,Mercedes-Benz,2022,74811,Diesel,39116872
Mercedes-Benz AMG A35,Mercedes-Benz,2017,100429,Petrol,6166867
Volkswagen Taigun,Volkswagen,2024,37973,Petrol,1586774
Ferrari Portofino,Ferrari,2013,159484,Petrol,38920822
Renault Duster,Renault,2013,172135,Diesel,1141642
Toyota Land Cruiser,Toyota,2023,39216,Diesel,22227568
Mercedes-Benz SLK,Mercedes-Benz,2013,150940,Petrol,6797451
Lamborghini Huracan,Lamborghini,2021,68903,Petrol,43502766
Tata Punch EV,Tata,2026,2176,Electric,1353304
Citroen C3,Citroen,2013,157513,Diesel,704771
Rolls Royce Boat Tail,Rolls,2015,97713,Petrol,208423227
BMW 7 Series,BMW,2017,85115,Diesel,14331608
Genesis G80,Genesis,2010,182052,Petrol,5300859
McLaren 570S,McLaren,2013,180437,Petrol,40498502
Audi RS5,Audi,2023,48513,Diesel,12337657
Hyundai Grand i10,Hyundai,2010,273052,Diesel,675260
Toyota Vellfire,Toyota,2019,104134,Diesel,96701471
Mahindra Bolero Neo,Mahindra,2026,1488,Petrol,1215379
Volvo V90,Volvo,2026,4273,Petrol,7209776
Lexus UX 300e,Lexus,2020,65996,Petrol,5446365
Lexus UX,Lexus,2012,123883,Petrol,4481504
Jaguar XE,Jaguar,2016,140827,Petrol,4893308
Toyota Vellfire,Toyota,2011,172758,Diesel,98401261
Mahindra Scorpio,Mahindra,2013,243466,Petrol,1707431
Maruti Suzuki Baleno,Maruti,2017,116929,Diesel,866206
BMW X5 M,BMW,2017,84021,Electric,17447011
BMW M4,BMW,2013,143497,Diesel,15326780
BMW 2 Series,BMW,2019,101446,Petrol,4639818
Lincoln MKZ,Lincoln,2022,64812,Petrol,4284914
BMW 2 Series,BMW,2011,120785,Diesel,4600726
McLaren 765LT,McLaren,2025,13772,Petrol,59248128
Tata Nexon EV,Tata,2014,131369,Electric,1486210
Mercedes-Benz AMG A45,Mercedes-Benz,2020,118076,Petrol,7611571
BMW X3 M,BMW,2016,173533,Petrol,8248668
Volvo XC60,Volvo,2021,42750,Petrol,7053321
Cadillac XT6,Cadillac,2014,203827,Petrol,7976670
Volvo XC60,Volvo,2026,727,Diesel,7620108
BMW X6 M,BMW,2022,78094,Petrol,19306969
Toyota Yaris,Toyota,2023,45239,Petrol,1885100
Mercedes-Benz AMG GTR,Mercedes-Benz,2026,343,Petrol,39110160
Mercedes-Benz AMG GTR,Mercedes-Benz,2018,97338,Diesel,40273242
Tata Tiago EV,Tata,2025,18665,Electric,975018
Rolls Royce Boat Tail,Rolls,2015,202354,Petrol,242256619
Land Rover Defender,Land Rover,2022,75003,Petrol,11360623
Mercedes-Benz CLS,Mercedes-Benz,2026,2832,Petrol,10027710
Maruti Suzuki Swift,Maruti,2019,76165,Petrol,793462
Mercedes-Benz AMG E63,Mercedes-Benz,2020,103643,Petrol,18077511
Kia Sonet,Kia,2020,101645,Petrol,1248959
BMW Z4,BMW,2022,49604,Petrol,9640094
Hyundai Alcazar,Hyundai,2026,4912,Electric,2012307
Cadillac XT4,Cadillac,2025,12577,Petrol,4272250
Citroen C3 Aircross,Citroen,2012,186239,Petrol,1092200
Audi Q6 e-tron,Audi,2025,14794,Electric,12814025
BMW 8 Series,BMW,2018,85541,Petrol,17421587
Porsche Macan,Porsche,2017,149042,Diesel,20161051
Kia Seltos,Kia,2014,191044,Petrol,1990863
Mercedes-Benz AMG A45,Mercedes-Benz,2016,139000,Petrol,7945509
McLaren 750S,McLaren,2020,102867,Diesel,43406982
Kia EV6,Kia,2025,16815,Electric,6500456
Mercedes-Benz CLS,Mercedes-Benz,2011,273865,Petrol,10584975
Aston Martin Valhalla,Aston,2017,156552,Diesel,76510425
Hyundai Verna,Hyundai,2023,57923,Petrol,1408656
McLaren P1,McLaren,2015,90041,Petrol,85012767
Volvo S90,Volvo,2016,187060,Petrol,6478638
Toyota Urban Cruiser Hyryder,Toyota,2017,171147,Petrol,1452661
Mahindra XUV300,Mahindra,2018,142142,Petrol,1365184
Jaguar F-Pace,Jaguar,2018,139134,Petrol,7977479
Volvo S60,Volvo,2020,88621,Diesel,6045459
Honda WR-V,Honda,2016,99780,Diesel,1081799
Mahindra Thar 5-Door,Mahindra,2016,196887,Petrol,1994618
MG 5 EV,MG,2014,114216,Electric,2720948
Skoda Kushaq,Skoda,2010,209632,Petrol,1842354
Audi Q6 e-tron,Audi,2019,103532,Electric,12251196
Jeep Meridian,Jeep,2013,247087,Petrol,3063965
Mercedes-Benz GLS,Mercedes-Benz,2018,159389,Petrol,12150342
Audi Q6 e-tron,Audi,2013,168840,Electric,13358675
MG ZS EV,MG,2024,32231,Electric,2539115
Hyundai Ioniq 5,Hyundai,2022,65941,Petrol,4664373
MG ZS EV,MG,2025,17700,Electric,2595719
Audi RS e-tron GT,Audi,2022,46478,Electric,19817593
Maruti Suzuki S-Presso,Maruti,2012,240938,Diesel,442104
Mercedes-Benz GLE,Mercedes-Benz,2011,260205,Diesel,11705477
Mercedes-Benz GLC,Mercedes-Benz,2019,109598,Petrol,8455451
Volvo V90,Volvo,2013,129370,Diesel,7491747
MG Gloster,MG,2018,91088,Petrol,3260950
Mahindra Scorpio,Mahindra,2020,80919,Diesel,1418591
Renault Kiger,Renault,2013,113127,Petrol,630280
Mercedes-Benz CLA,Mercedes-Benz,2014,197150,Petrol,5353076
Jaguar XE,Jaguar,2022,47916,Petrol,5142455
Mahindra XUV400,Mahindra,2020,114944,Petrol,2058141
Genesis GV70,Genesis,2014,235250,Petrol,5306700
Volvo C40,Volvo,2015,168055,Petrol,5743303
Volkswagen Golf GTI,Volkswagen,2021,48025,Petrol,3267857
Tata Curvv,Tata,2020,48372,Petrol,1394112
Ferrari 296 GTB,Ferrari,2023,36409,Petrol,58739104
Porsche 911,Porsche,2022,70690,Petrol,25701190
BMW X7,BMW,2024,38490,Diesel,13940337
Citroen C3 Aircross,Citroen,2018,81440,Petrol,1104396
BMW X6,BMW,2011,286502,Petrol,11938816
Hyundai Venue,Hyundai,2019,135931,Electric,1126656
Cadillac XT5,Cadillac,2014,134449,Diesel,6012640
Bentley Bentayga,Bentley,2019,62851,Diesel,49580396
BMW 7 Series,BMW,2014,119522,Petrol,14681768
Audi A8,Audi,2021,56485,Electric,14093136
Volvo XC90,Volvo,2012,169758,Petrol,11168276
Mercedes-Benz GLC,Mercedes-Benz,2023,27095,Diesel,7895576
Citroen C5 Aircross,Citroen,2010,264432,Diesel,3216913
Renault Kwid EV,Renault,2013,227768,Electric,851743
Citroen C3,Citroen,2013,135074,Petrol,610754
Maruti Suzuki Ertiga,Maruti,2023,52060,Petrol,1219397
Cadillac XT5,Cadillac,2014,137522,Petrol,6206754
Volvo V60,Volvo,2024,16947,Petrol,6151421
MG Hector,MG,2016,141017,Diesel,1771532
Jeep Renegade,Jeep,2023,43962,Petrol,1820342
Audi R8,Audi,2015,88007,Diesel,22998997
Toyota Camry,Toyota,2014,99296,Diesel,4722313
Cadillac XT5,Cadillac,2026,3666,Petrol,5467049
Volvo V90,Volvo,2010,204083,Diesel,7620398
Maruti Suzuki Ciaz,Maruti,2013,138858,Petrol,1064721
BMW 3 Series,BMW,2021,79510,Electric,6378931
Tata Nexon,Tata,2026,1687,Petrol,824915
Volvo S60,Volvo,2025,10724,Petrol,6110789
Tata Tiago EV,Tata,2026,3603,Electric,1050413
BMW M2,BMW,2022,66914,Petrol,10779405
Toyota Fortuner,Toyota,2015,113988,Diesel,3714180
Kia Sonet,Kia,2019,123303,Petrol,869705
Mercedes-Benz A-Class,Mercedes-Benz,2025,15843,Diesel,4675378
Tata Nexon EV,Tata,2025,15675,Electric,1476574
Mercedes-Benz E-Class,Mercedes-Benz,2020,115831,Petrol,9217527
Kia Sportage,Kia,2013,237690,Petrol,3405325
Maruti Suzuki Ciaz,Maruti,2026,3382,Petrol,972642
Ferrari 296 GTB,Ferrari,2026,1307,Diesel,57543431
Volvo XC90,Volvo,2023,29703,Petrol,10833165
Toyota Innova,Toyota,2017,106170,Petrol,1776400
Jaguar F-Pace,Jaguar,2016,101123,Diesel,8312768
Volvo Polestar 2,Volvo,2021,42249,Petrol,7722566
Honda Elevate,Honda,2010,201781,Petrol,1550922
Jeep Gladiator,Jeep,2013,146590,Diesel,5724103
Tata Tiago,Tata,2023,44517,Petrol,798040
Mercedes-Benz CLS,Mercedes-Benz,2014,172050,Petrol,9692129
Honda HR-V,Honda,2014,138798,Petrol,1222759
Maserati Ghibli,Maserati,2016,163476,Petrol,13890259
Lexus IS,Lexus,2018,155826,Diesel,6099792
BMW M2,BMW,2013,133126,Petrol,10982940
Lincoln Nautilus,Lincoln,2014,170428,Diesel,7358198
Rolls Royce Dawn,Rolls,2019,115032,Petrol,79342340
Volvo V40,Volvo,2014,207077,Petrol,4898092
Lamborghini Revuelto,Lamborghini,2021,43127,Diesel,84011794
Rolls Royce Wraith,Rolls,2023,54665,Petrol,73904664
Genesis G70,Genesis,2019,111713,Diesel,4274007
MG Gloster,MG,2024,25770,Petrol,3364938
MG Comet EV,MG,2024,17612,Electric,835647
Maserati Levante,Maserati,2012,190253,Diesel,18135653
BMW 3 Series,BMW,2026,4844,Petrol,5922819
Mercedes-Benz CLA,Mercedes-Benz,2022,59777,Petrol,5094376
Nissan Micra,Nissan,2020,58858,Petrol,865831
Aston Martin Vantage,Aston,2021,76381,Diesel,31651931
BMW 6 Series,BMW,2023,38371,Diesel,7115090
Land Rover Range Rover,Land Rover,2010,165818,Petrol,32484753
Lexus NX,Lexus,2022,72729,Petrol,7204135
Lincoln Navigator,Lincoln,2014,223584,Petrol,8373346
Mercedes-Benz AMG C63,Mercedes-Benz,2023,36428,Petrol,15184684
Bentley Continental GT,Bentley,2026,1616,Petrol,47507947
Lamborghini Revuelto,Lamborghini,2023,33063,Petrol,85903595
Maruti Suzuki Baleno,Maruti,2022,63795,Petrol,899937
Bentley Azure,Bentley,2021,41534,Petrol,64887763
Aston Martin Vantage,Aston,2020,54605,Petrol,31039735
Mahindra Thar 5-Door,Mahindra,2026,316,Petrol,2149485
Lamborghini Aventador,Lamborghini,2026,1103,Petrol,67519715
Audi RS6,Audi,2012,217500,Petrol,15653928
Renault Kwid EV,Renault,2015,204673,Electric,820391
Ferrari Purosangue,Ferrari,2023,41527,Petrol,53904330
BMW X3,BMW,2017,162131,Diesel,7319423
Porsche 911 Turbo S,Porsche,2026,2423,Petrol,33861362
McLaren 765LT,McLaren,2024,19397,Petrol,58732356
Mahindra BE 5,Mahindra,2025,10036,Petrol,2944352
Lexus ES,Lexus,2022,47849,Petrol,6612276
BMW Z4 M40i,BMW,2020,101843,Diesel,9254388
Maruti Suzuki Alto,Maruti,2011,168224,Diesel,362861
BMW Z4 M40i,BMW,2018,154050,Diesel,9436050
Hyundai i20,Hyundai,2016,90818,Petrol,1049060
Tata Altroz,Tata,2019,95318,Diesel,967281
Ferrari Purosangue,Ferrari,2019,91686,Diesel,51463698
Honda Elevate,Honda,2025,19203,Petrol,1269141
Porsche 911 Turbo S,Porsche,2017,73620,Petrol,33404112
Lamborghini Temerario,Lamborghini,2017,116021,Petrol,52003316
Porsche Macan,Porsche,2022,34810,Petrol,18347192
Skoda Kushaq,Skoda,2014,139630,Petrol,1726347
Audi Q8,Audi,2024,33414,Petrol,13704991
Porsche 718 Cayman,Porsche,2018,87901,Petrol,14844036
Skoda Octavia,Skoda,2023,29968,Petrol,3007036
Renault Kwid EV,Renault,2012,249272,Electric,878143
Hyundai Grand i10,Hyundai,2012,232172,Petrol,776930
Toyota Hilux,Toyota,2021,78763,Diesel,3110053
McLaren 750S,McLaren,2010,282945,Petrol,42176891
Porsche Panamera,Porsche,2011,269578,Diesel,20297079
Cadillac CT4,Cadillac,2013,111913,Diesel,5828707
Bentley Bentayga,Bentley,2018,72378,Petrol,46854093
